fips,date,RR,state,code
6,2020-06-27,0.5957275862068966,California,CA
17,2020-06-27,0.3877470588235292,Illinois,IL
30,2020-06-27,0.0349285714285714,Montana,MT
1,2020-06-27,1.795164179104478,Alabama,AL
23,2020-06-27,0.1486499999999999,Maine,ME
20,2020-06-27,0.3832666666666666,Kansas,KS
21,2020-06-27,0.2254333333333334,Kentucky,KY
22,2020-06-27,1.5888437500000003,Louisiana,LA
24,2020-06-27,1.1312500000000003,Maryland,MD
25,2020-06-27,0.8535714285714286,Massachusetts,MA
26,2020-06-27,0.2224457831325301,Michigan,MI
27,2020-06-27,0.6833448275862066,Minnesota,MN
28,2020-06-27,1.463646341463415,Mississippi,MS
18,2020-06-27,0.5444978260869565,Indiana,IN
4,2020-06-27,2.811333333333333,Arizona,AZ
19,2020-06-27,1.1182929292929291,Iowa,IA
29,2020-06-27,0.2413069565217391,Missouri,MO
35,2020-06-27,0.5506060606060607,New Mexico,NM
31,2020-06-27,0.5850107526881722,Nebraska,NE
40,2020-06-27,0.3272207792207792,Oklahoma,OK
39,2020-06-27,0.3638636363636363,Ohio,OH
38,2020-06-27,0.1032471698113207,North Dakota,ND
33,2020-06-27,0.25925,New Hampshire,NH
36,2020-06-27,0.4772193548387096,New York,NY
10,2020-06-27,1.94,Delaware,DE
34,2020-06-27,1.3957142857142857,New Jersey,NJ
42,2020-06-27,0.3382746268656715,Pennsylvania,PA
37,2020-06-27,0.9542599999999998,North Carolina,NC
44,2020-06-27,0.892,Rhode Island,RI
49,2020-06-27,0.3782758620689654,Utah,UT
41,2020-06-27,0.2897083333333332,Oregon,OR
47,2020-06-27,0.6877957894736841,Tennessee,TN
48,2020-06-27,0.4249842519685038,Texas,TX
50,2020-06-27,0.0251428571428571,Vermont,VT
51,2020-06-27,0.9195533834586468,Virginia,VA
53,2020-06-27,0.4373179487179487,Washington,WA
54,2020-06-27,0.0968,West Virginia,WV
55,2020-06-27,0.2946388888888889,Wisconsin,WI
56,2020-06-27,0.2065217391304348,Wyoming,WY
32,2020-06-27,0.1981176470588235,Nevada,NV
45,2020-06-27,1.043260869565217,South Carolina,SC
46,2020-06-27,0.5344848484848487,South Dakota,SD
13,2020-06-28,0.912610062893082,Georgia,GA
12,2020-06-28,1.0156716417910447,Florida,FL
11,2020-06-28,1.94,District Of Columbia,DC
5,2020-06-28,1.1097200000000005,Arkansas,AR
9,2020-06-28,0.96,Connecticut,CT
8,2020-06-28,0.4466249999999999,Colorado,CO
6,2020-06-28,0.615206896551724,California,CA
16,2020-06-28,0.2693636363636363,Idaho,ID
10,2020-06-28,1.865,Delaware,DE
29,2020-06-28,0.2426539130434782,Missouri,MO
23,2020-06-28,0.1472187499999999,Maine,ME
19,2020-06-28,1.1047979797979794,Iowa,IA
20,2020-06-28,0.3680380952380952,Kansas,KS
21,2020-06-28,0.2202499999999999,Kentucky,KY
22,2020-06-28,1.6096093749999998,Louisiana,LA
24,2020-06-28,1.1004166666666666,Maryland,MD
25,2020-06-28,0.806357142857143,Massachusetts,MA
26,2020-06-28,0.2189156626506024,Michigan,MI
27,2020-06-28,0.6693793103448277,Minnesota,MN
28,2020-06-28,1.4863414634146346,Mississippi,MS
4,2020-06-28,2.8586666666666667,Arizona,AZ
18,2020-06-28,0.5282282608695652,Indiana,IN
1,2020-06-28,1.80489552238806,Alabama,AL
17,2020-06-28,0.3759078431372549,Illinois,IL
30,2020-06-28,0.0356071428571428,Montana,MT
40,2020-06-28,0.323012987012987,Oklahoma,OK
39,2020-06-28,0.3600204545454545,Ohio,OH
38,2020-06-28,0.1020566037735849,North Dakota,ND
33,2020-06-28,0.252,New Hampshire,NH
36,2020-06-28,0.4563274193548388,New York,NY
35,2020-06-28,0.5473636363636364,New Mexico,NM
34,2020-06-28,1.326190476190476,New Jersey,NJ
41,2020-06-28,0.2988944444444444,Oregon,OR
37,2020-06-28,0.9584000000000004,North Carolina,NC
42,2020-06-28,0.3282,Pennsylvania,PA
49,2020-06-28,0.3717241379310345,Utah,UT
56,2020-06-28,0.2094913043478261,Wyoming,WY
46,2020-06-28,0.5300757575757578,South Dakota,SD
47,2020-06-28,0.6923505263157895,Tennessee,TN
48,2020-06-28,0.4418897637795276,Texas,TX
50,2020-06-28,0.0249285714285714,Vermont,VT
51,2020-06-28,0.901860902255639,Virginia,VA
53,2020-06-28,0.4424974358974359,Washington,WA
54,2020-06-28,0.0964363636363636,West Virginia,WV
55,2020-06-28,0.2941944444444444,Wisconsin,WI
32,2020-06-28,0.2042941176470588,Nevada,NV
44,2020-06-28,0.8800000000000001,Rhode Island,RI
31,2020-06-28,0.5456559139784946,Nebraska,NE
45,2020-06-28,1.0710869565217391,South Carolina,SC
12,2020-06-29,1.0434626865671643,Florida,FL
11,2020-06-29,1.85,District Of Columbia,DC
10,2020-06-29,1.795,Delaware,DE
8,2020-06-29,0.4326093749999999,Colorado,CO
30,2020-06-29,0.0372142857142857,Montana,MT
5,2020-06-29,1.1278000000000004,Arkansas,AR
4,2020-06-29,2.8966666666666665,Arizona,AZ
1,2020-06-29,1.8114776119402989,Alabama,AL
13,2020-06-29,0.9218679245283022,Georgia,GA
6,2020-06-29,0.6305862068965515,California,CA
16,2020-06-29,0.2771136363636363,Idaho,ID
24,2020-06-29,1.06875,Maryland,MD
18,2020-06-29,0.5105130434782607,Indiana,IN
17,2020-06-29,0.364792156862745,Illinois,IL
26,2020-06-29,0.2160361445783132,Michigan,MI
25,2020-06-29,0.7621428571428571,Massachusetts,MA
23,2020-06-29,0.1445999999999999,Maine,ME
27,2020-06-29,0.6526896551724136,Minnesota,MN
21,2020-06-29,0.2156166666666667,Kentucky,KY
20,2020-06-29,0.3531333333333335,Kansas,KS
19,2020-06-29,1.0905656565656563,Iowa,IA
28,2020-06-29,1.4882926829268293,Mississippi,MS
9,2020-06-29,0.9225,Connecticut,CT
22,2020-06-29,1.626625,Louisiana,LA
56,2020-06-29,0.2132173913043478,Wyoming,WY
44,2020-06-29,0.8659999999999999,Rhode Island,RI
29,2020-06-29,0.2456260869565217,Missouri,MO
40,2020-06-29,0.3191688311688311,Oklahoma,OK
39,2020-06-29,0.3556693181818181,Ohio,OH
38,2020-06-29,0.1028301886792452,North Dakota,ND
37,2020-06-29,0.961718,North Carolina,NC
32,2020-06-29,0.2062941176470588,Nevada,NV
34,2020-06-29,1.253809523809524,New Jersey,NJ
33,2020-06-29,0.2447,New Hampshire,NH
41,2020-06-29,0.3074361111111112,Oregon,OR
36,2020-06-29,0.4359032258064517,New York,NY
42,2020-06-29,0.3189298507462687,Pennsylvania,PA
35,2020-06-29,0.5448484848484849,New Mexico,NM
45,2020-06-29,1.0995652173913044,South Carolina,SC
49,2020-06-29,0.3672413793103448,Utah,UT
55,2020-06-29,0.2937916666666668,Wisconsin,WI
54,2020-06-29,0.0972909090909091,West Virginia,WV
53,2020-06-29,0.4471179487179487,Washington,WA
51,2020-06-29,0.883326315789474,Virginia,VA
31,2020-06-29,0.5074623655913979,Nebraska,NE
48,2020-06-29,0.4595157480314961,Texas,TX
47,2020-06-29,0.6980515789473684,Tennessee,TN
46,2020-06-29,0.5255151515151516,South Dakota,SD
50,2020-06-29,0.0246428571428571,Vermont,VT
13,2020-06-30,0.932238993710692,Georgia,GA
1,2020-06-30,1.8105223880597017,Alabama,AL
4,2020-06-30,2.9266666666666667,Arizona,AZ
5,2020-06-30,1.1346799999999997,Arkansas,AR
6,2020-06-30,0.644241379310345,California,CA
8,2020-06-30,0.4160781249999999,Colorado,CO
9,2020-06-30,0.8800000000000001,Connecticut,CT
10,2020-06-30,1.735,Delaware,DE
11,2020-06-30,1.77,District Of Columbia,DC
12,2020-06-30,1.0721492537313428,Florida,FL
16,2020-06-30,0.2874068181818181,Idaho,ID
17,2020-06-30,0.3537911764705881,Illinois,IL
18,2020-06-30,0.4960108695652175,Indiana,IN
19,2020-06-30,1.0775858585858589,Iowa,IA
20,2020-06-30,0.3397809523809524,Kansas,KS
21,2020-06-30,0.2111166666666666,Kentucky,KY
22,2020-06-30,1.6350468750000005,Louisiana,LA
23,2020-06-30,0.1426625,Maine,ME
24,2020-06-30,1.035,Maryland,MD
25,2020-06-30,0.7172142857142859,Massachusetts,MA
26,2020-06-30,0.2136554216867469,Michigan,MI
27,2020-06-30,0.6355862068965517,Minnesota,MN
29,2020-06-30,0.2474608695652174,Missouri,MO
28,2020-06-30,1.4917682926829268,Mississippi,MS
30,2020-06-30,0.0382142857142857,Montana,MT
44,2020-06-30,0.8559999999999999,Rhode Island,RI
41,2020-06-30,0.3139083333333334,Oregon,OR
32,2020-06-30,0.21,Nevada,NV
33,2020-06-30,0.23736,New Hampshire,NH
34,2020-06-30,1.190952380952381,New Jersey,NJ
35,2020-06-30,0.5406969696969696,New Mexico,NM
36,2020-06-30,0.4154032258064516,New York,NY
37,2020-06-30,0.963,North Carolina,NC
38,2020-06-30,0.1020320754716981,North Dakota,ND
39,2020-06-30,0.3499215909090909,Ohio,OH
40,2020-06-30,0.3175194805194805,Oklahoma,OK
42,2020-06-30,0.3081074626865672,Pennsylvania,PA
31,2020-06-30,0.4722258064516128,Nebraska,NE
45,2020-06-30,1.1306739130434782,South Carolina,SC
46,2020-06-30,0.5209393939393941,South Dakota,SD
47,2020-06-30,0.7044010526315789,Tennessee,TN
48,2020-06-30,0.477031496062992,Texas,TX
49,2020-06-30,0.3624137931034483,Utah,UT
50,2020-06-30,0.0242857142857142,Vermont,VT
51,2020-06-30,0.8652857142857141,Virginia,VA
53,2020-06-30,0.4510615384615384,Washington,WA
54,2020-06-30,0.0966181818181818,West Virginia,WV
55,2020-06-30,0.2933611111111111,Wisconsin,WI
56,2020-06-30,0.2167391304347826,Wyoming,WY
12,2020-07-01,1.102850746268657,Florida,FL
11,2020-07-01,1.68,District Of Columbia,DC
10,2020-07-01,1.67,Delaware,DE
9,2020-07-01,0.8424999999999999,Connecticut,CT
1,2020-07-01,1.8095970149253728,Alabama,AL
6,2020-07-01,0.6562413793103448,California,CA
5,2020-07-01,1.142213333333334,Arkansas,AR
4,2020-07-01,2.9586666666666663,Arizona,AZ
13,2020-07-01,0.94211320754717,Georgia,GA
8,2020-07-01,0.400171875,Colorado,CO
16,2020-07-01,0.2977272727272727,Idaho,ID
21,2020-07-01,0.2065166666666668,Kentucky,KY
18,2020-07-01,0.4817391304347825,Indiana,IN
19,2020-07-01,1.0660808080808086,Iowa,IA
20,2020-07-01,0.3249171428571428,Kansas,KS
22,2020-07-01,1.6492656250000004,Louisiana,LA
23,2020-07-01,0.14090625,Maine,ME
24,2020-07-01,0.9975,Maryland,MD
25,2020-07-01,0.6744285714285713,Massachusetts,MA
26,2020-07-01,0.2105903614457831,Michigan,MI
27,2020-07-01,0.6204827586206895,Minnesota,MN
28,2020-07-01,1.4982195121951216,Mississippi,MS
29,2020-07-01,0.2498260869565217,Missouri,MO
56,2020-07-01,0.2198260869565217,Wyoming,WY
17,2020-07-01,0.3427794117647059,Illinois,IL
44,2020-07-01,0.8160000000000001,Rhode Island,RI
40,2020-07-01,0.3154675324675325,Oklahoma,OK
39,2020-07-01,0.3452602272727271,Ohio,OH
38,2020-07-01,0.100754716981132,North Dakota,ND
37,2020-07-01,0.96344,North Carolina,NC
32,2020-07-01,0.2152941176470588,Nevada,NV
35,2020-07-01,0.5356060606060606,New Mexico,NM
34,2020-07-01,1.1280952380952378,New Jersey,NJ
33,2020-07-01,0.23095,New Hampshire,NH
41,2020-07-01,0.3227222222222222,Oregon,OR
36,2020-07-01,0.3968225806451612,New York,NY
42,2020-07-01,0.2982701492537314,Pennsylvania,PA
30,2020-07-01,0.0397732142857142,Montana,MT
45,2020-07-01,1.1597608695652175,South Carolina,SC
46,2020-07-01,0.5148636363636364,South Dakota,SD
47,2020-07-01,0.7081473684210527,Tennessee,TN
49,2020-07-01,0.3596551724137931,Utah,UT
50,2020-07-01,0.023,Vermont,VT
51,2020-07-01,0.8469172932330826,Virginia,VA
53,2020-07-01,0.4550435897435896,Washington,WA
54,2020-07-01,0.0969945454545454,West Virginia,WV
55,2020-07-01,0.2928361111111111,Wisconsin,WI
31,2020-07-01,0.4419569892473117,Nebraska,NE
48,2020-07-01,0.4931468503937009,Texas,TX
12,2020-07-02,1.137462686567164,Florida,FL
11,2020-07-02,1.6,District Of Columbia,DC
10,2020-07-02,1.6,Delaware,DE
8,2020-07-02,0.383015625,Colorado,CO
29,2020-07-02,0.2516260869565218,Missouri,MO
5,2020-07-02,1.1518173333333328,Arkansas,AR
4,2020-07-02,2.9833333333333334,Arizona,AZ
1,2020-07-02,1.808940298507463,Alabama,AL
13,2020-07-02,0.9519811320754716,Georgia,GA
6,2020-07-02,0.6697758620689656,California,CA
16,2020-07-02,0.3050227272727272,Idaho,ID
25,2020-07-02,0.6345000000000001,Massachusetts,MA
18,2020-07-02,0.4678043478260869,Indiana,IN
17,2020-07-02,0.330321568627451,Illinois,IL
26,2020-07-02,0.2074,Michigan,MI
24,2020-07-02,0.9579166666666666,Maryland,MD
23,2020-07-02,0.1382125,Maine,ME
27,2020-07-02,0.6054482758620688,Minnesota,MN
21,2020-07-02,0.2051333333333334,Kentucky,KY
20,2020-07-02,0.3137904761904763,Kansas,KS
19,2020-07-02,1.0510808080808076,Iowa,IA
28,2020-07-02,1.4987439024390248,Mississippi,MS
9,2020-07-02,0.80625,Connecticut,CT
22,2020-07-02,1.6631249999999995,Louisiana,LA
30,2020-07-02,0.0419714285714285,Montana,MT
44,2020-07-02,0.776,Rhode Island,RI
56,2020-07-02,0.2220434782608695,Wyoming,WY
40,2020-07-02,0.3134415584415583,Oklahoma,OK
39,2020-07-02,0.3380647727272727,Ohio,OH
38,2020-07-02,0.100377358490566,North Dakota,ND
37,2020-07-02,0.96406,North Carolina,NC
32,2020-07-02,0.2188235294117646,Nevada,NV
34,2020-07-02,1.0738095238095238,New Jersey,NJ
33,2020-07-02,0.2203399999999999,New Hampshire,NH
41,2020-07-02,0.3330833333333333,Oregon,OR
36,2020-07-02,0.3781532258064516,New York,NY
42,2020-07-02,0.2890746268656716,Pennsylvania,PA
35,2020-07-02,0.5314242424242424,New Mexico,NM
45,2020-07-02,1.1877826086956522,South Carolina,SC
48,2020-07-02,0.510515748031496,Texas,TX
55,2020-07-02,0.2920833333333333,Wisconsin,WI
54,2020-07-02,0.0970236363636363,West Virginia,WV
53,2020-07-02,0.4601128205128205,Washington,WA
51,2020-07-02,0.8272857142857143,Virginia,VA
31,2020-07-02,0.4151225806451613,Nebraska,NE
49,2020-07-02,0.356551724137931,Utah,UT
47,2020-07-02,0.6958736842105263,Tennessee,TN
46,2020-07-02,0.508909090909091,South Dakota,SD
50,2020-07-02,0.0228571428571428,Vermont,VT
13,2020-07-03,0.9664716981132074,Georgia,GA
1,2020-07-03,1.8051641791044777,Alabama,AL
4,2020-07-03,3.002666666666667,Arizona,AZ
5,2020-07-03,1.1580826666666668,Arkansas,AR
6,2020-07-03,0.682155172413793,California,CA
8,2020-07-03,0.3663125,Colorado,CO
9,2020-07-03,0.7699999999999999,Connecticut,CT
10,2020-07-03,1.55,Delaware,DE
11,2020-07-03,1.53,District Of Columbia,DC
12,2020-07-03,1.169402985074626,Florida,FL
16,2020-07-03,0.3157727272727273,Idaho,ID
28,2020-07-03,1.504121951219512,Mississippi,MS
18,2020-07-03,0.4540652173913043,Indiana,IN
19,2020-07-03,1.0350707070707073,Iowa,IA
20,2020-07-03,0.3014571428571428,Kansas,KS
21,2020-07-03,0.2041383333333332,Kentucky,KY
22,2020-07-03,1.6670312500000002,Louisiana,LA
23,2020-07-03,0.13575625,Maine,ME
24,2020-07-03,0.9208333333333332,Maryland,MD
25,2020-07-03,0.5953571428571428,Massachusetts,MA
26,2020-07-03,0.2040710843373494,Michigan,MI
27,2020-07-03,0.5902988505747128,Minnesota,MN
29,2020-07-03,0.2528617391304348,Missouri,MO
56,2020-07-03,0.2239565217391304,Wyoming,WY
17,2020-07-03,0.3173558823529411,Illinois,IL
44,2020-07-03,0.732,Rhode Island,RI
41,2020-07-03,0.3433083333333333,Oregon,OR
32,2020-07-03,0.224235294117647,Nevada,NV
33,2020-07-03,0.21264,New Hampshire,NH
34,2020-07-03,1.0228571428571431,New Jersey,NJ
35,2020-07-03,0.5287878787878788,New Mexico,NM
36,2020-07-03,0.3615532258064516,New York,NY
37,2020-07-03,0.962336,North Carolina,NC
38,2020-07-03,0.0993584905660377,North Dakota,ND
39,2020-07-03,0.3325090909090908,Ohio,OH
40,2020-07-03,0.311987012987013,Oklahoma,OK
42,2020-07-03,0.2796417910447761,Pennsylvania,PA
30,2020-07-03,0.0442928571428571,Montana,MT
45,2020-07-03,1.2199347826086957,South Carolina,SC
46,2020-07-03,0.5056969696969698,South Dakota,SD
47,2020-07-03,0.683928421052632,Tennessee,TN
48,2020-07-03,0.5288622047244097,Texas,TX
49,2020-07-03,0.3531034482758621,Utah,UT
50,2020-07-03,0.0226714285714285,Vermont,VT
51,2020-07-03,0.8086541353383462,Virginia,VA
53,2020-07-03,0.4629282051282051,Washington,WA
54,2020-07-03,0.0967090909090909,West Virginia,WV
55,2020-07-03,0.2923055555555554,Wisconsin,WI
31,2020-07-03,0.3901,Nebraska,NE
16,2020-07-04,0.322909090909091,Idaho,ID
13,2020-07-04,0.985748427672956,Georgia,GA
12,2020-07-04,1.1988059701492535,Florida,FL
11,2020-07-04,1.45,District Of Columbia,DC
4,2020-07-04,3.016,Arizona,AZ
6,2020-07-04,0.6971551724137929,California,CA
5,2020-07-04,1.1629079999999996,Arkansas,AR
10,2020-07-04,1.495,Delaware,DE
9,2020-07-04,0.73125,Connecticut,CT
18,2020-07-04,0.444054347826087,Indiana,IN
24,2020-07-04,0.8850000000000001,Maryland,MD
27,2020-07-04,0.5749195402298849,Minnesota,MN
26,2020-07-04,0.2015915662650602,Michigan,MI
25,2020-07-04,0.5592857142857143,Massachusetts,MA
1,2020-07-04,1.8052388059701496,Alabama,AL
28,2020-07-04,1.5144756097560972,Mississippi,MS
22,2020-07-04,1.6660937500000004,Louisiana,LA
21,2020-07-04,0.200475,Kentucky,KY
20,2020-07-04,0.2916476190476191,Kansas,KS
19,2020-07-04,1.0173333333333334,Iowa,IA
23,2020-07-04,0.13285,Maine,ME
17,2020-07-04,0.3049558823529412,Illinois,IL
29,2020-07-04,0.2544086956521738,Missouri,MO
8,2020-07-04,0.3497500000000001,Colorado,CO
30,2020-07-04,0.0481678571428571,Montana,MT
36,2020-07-04,0.3464274193548387,New York,NY
41,2020-07-04,0.3554666666666665,Oregon,OR
40,2020-07-04,0.3118961038961039,Oklahoma,OK
39,2020-07-04,0.3267124999999999,Ohio,OH
38,2020-07-04,0.0986603773584905,North Dakota,ND
33,2020-07-04,0.20423,New Hampshire,NH
35,2020-07-04,0.5244545454545453,New Mexico,NM
42,2020-07-04,0.2711343283582089,Pennsylvania,PA
37,2020-07-04,0.9586500000000002,North Carolina,NC
44,2020-07-04,0.694,Rhode Island,RI
49,2020-07-04,0.3506896551724137,Utah,UT
34,2020-07-04,0.978095238095238,New Jersey,NJ
47,2020-07-04,0.6743263157894738,Tennessee,TN
46,2020-07-04,0.4998939393939394,South Dakota,SD
45,2020-07-04,1.2505,South Carolina,SC
56,2020-07-04,0.225695652173913,Wyoming,WY
55,2020-07-04,0.2938611111111112,Wisconsin,WI
54,2020-07-04,0.0976,West Virginia,WV
31,2020-07-04,0.3667537634408602,Nebraska,NE
51,2020-07-04,0.788896992481203,Virginia,VA
50,2020-07-04,0.0220785714285714,Vermont,VT
32,2020-07-04,0.2291176470588235,Nevada,NV
48,2020-07-04,0.5452204724409448,Texas,TX
53,2020-07-04,0.4666897435897436,Washington,WA
13,2020-07-05,1.0019245283018865,Georgia,GA
1,2020-07-05,1.7971044776119405,Alabama,AL
4,2020-07-05,3.022,Arizona,AZ
5,2020-07-05,1.16636,Arkansas,AR
6,2020-07-05,0.7118275862068965,California,CA
8,2020-07-05,0.3369687500000001,Colorado,CO
9,2020-07-05,0.69375,Connecticut,CT
10,2020-07-05,1.44,Delaware,DE
11,2020-07-05,1.38,District Of Columbia,DC
12,2020-07-05,1.2334477611940298,Florida,FL
16,2020-07-05,0.3313181818181818,Idaho,ID
28,2020-07-05,1.5226341463414632,Mississippi,MS
18,2020-07-05,0.4349021739130436,Indiana,IN
19,2020-07-05,0.9992525252525248,Iowa,IA
20,2020-07-05,0.2823809523809523,Kansas,KS
21,2020-07-05,0.1965333333333333,Kentucky,KY
22,2020-07-05,1.6631249999999995,Louisiana,LA
23,2020-07-05,0.12975625,Maine,ME
24,2020-07-05,0.8491666666666667,Maryland,MD
25,2020-07-05,0.5239285714285714,Massachusetts,MA
26,2020-07-05,0.1978614457831325,Michigan,MI
27,2020-07-05,0.5597126436781609,Minnesota,MN
29,2020-07-05,0.2553739130434782,Missouri,MO
17,2020-07-05,0.2928196078431372,Illinois,IL
30,2020-07-05,0.0517285714285714,Montana,MT
44,2020-07-05,0.6539999999999999,Rhode Island,RI
41,2020-07-05,0.3662194444444445,Oregon,OR
32,2020-07-05,0.2334705882352941,Nevada,NV
33,2020-07-05,0.19442,New Hampshire,NH
34,2020-07-05,0.9342857142857142,New Jersey,NJ
35,2020-07-05,0.5208787878787878,New Mexico,NM
36,2020-07-05,0.3312983870967743,New York,NY
37,2020-07-05,0.95384,North Carolina,NC
38,2020-07-05,0.097566037735849,North Dakota,ND
39,2020-07-05,0.3208999999999999,Ohio,OH
40,2020-07-05,0.3104805194805195,Oklahoma,OK
42,2020-07-05,0.2641149253731343,Pennsylvania,PA
56,2020-07-05,0.2280869565217392,Wyoming,WY
45,2020-07-05,1.2775652173913046,South Carolina,SC
46,2020-07-05,0.4913939393939394,South Dakota,SD
47,2020-07-05,0.6651684210526314,Tennessee,TN
48,2020-07-05,0.5609881889763777,Texas,TX
49,2020-07-05,0.3479310344827587,Utah,UT
50,2020-07-05,0.0219285714285714,Vermont,VT
51,2020-07-05,0.7674706766917291,Virginia,VA
53,2020-07-05,0.4742999999999999,Washington,WA
54,2020-07-05,0.0986363636363636,West Virginia,WV
55,2020-07-05,0.293875,Wisconsin,WI
31,2020-07-05,0.35,Nebraska,NE
12,2020-07-06,1.2679253731343283,Florida,FL
11,2020-07-06,1.32,District Of Columbia,DC
10,2020-07-06,1.38,Delaware,DE
8,2020-07-06,0.32525,Colorado,CO
29,2020-07-06,0.2547217391304348,Missouri,MO
5,2020-07-06,1.1673573333333331,Arkansas,AR
4,2020-07-06,3.031,Arizona,AZ
1,2020-07-06,1.789089552238806,Alabama,AL
13,2020-07-06,1.020748427672956,Georgia,GA
6,2020-07-06,0.7276724137931037,California,CA
16,2020-07-06,0.3369090909090909,Idaho,ID
25,2020-07-06,0.4910714285714285,Massachusetts,MA
18,2020-07-06,0.4252119565217392,Indiana,IN
17,2020-07-06,0.2813911764705882,Illinois,IL
26,2020-07-06,0.1951771084337349,Michigan,MI
24,2020-07-06,0.8112499999999999,Maryland,MD
23,2020-07-06,0.1271625,Maine,ME
27,2020-07-06,0.5456551724137932,Minnesota,MN
21,2020-07-06,0.1961158333333333,Kentucky,KY
20,2020-07-06,0.2772476190476191,Kansas,KS
19,2020-07-06,0.9801818181818182,Iowa,IA
28,2020-07-06,1.5264024390243902,Mississippi,MS
9,2020-07-06,0.66,Connecticut,CT
22,2020-07-06,1.666250000000001,Louisiana,LA
30,2020-07-06,0.0547535714285714,Montana,MT
44,2020-07-06,0.608,Rhode Island,RI
56,2020-07-06,0.2283478260869565,Wyoming,WY
40,2020-07-06,0.3087,Oklahoma,OK
39,2020-07-06,0.3155136363636364,Ohio,OH
38,2020-07-06,0.0960943396226415,North Dakota,ND
37,2020-07-06,0.9514199999999998,North Carolina,NC
32,2020-07-06,0.2381176470588235,Nevada,NV
34,2020-07-06,0.8966666666666667,New Jersey,NJ
33,2020-07-06,0.18722,New Hampshire,NH
41,2020-07-06,0.3747444444444444,Oregon,OR
36,2020-07-06,0.3166951612903225,New York,NY
42,2020-07-06,0.2563835820895522,Pennsylvania,PA
35,2020-07-06,0.5145454545454544,New Mexico,NM
45,2020-07-06,1.3008695652173914,South Carolina,SC
48,2020-07-06,0.5772992125984251,Texas,TX
55,2020-07-06,0.294,Wisconsin,WI
54,2020-07-06,0.1002763636363636,West Virginia,WV
53,2020-07-06,0.4824564102564102,Washington,WA
51,2020-07-06,0.7458270676691726,Virginia,VA
31,2020-07-06,0.333041935483871,Nebraska,NE
49,2020-07-06,0.3441379310344827,Utah,UT
47,2020-07-06,0.6536736842105262,Tennessee,TN
46,2020-07-06,0.484030303030303,South Dakota,SD
50,2020-07-06,0.0219214285714285,Vermont,VT
13,2020-07-07,1.0402327044025157,Georgia,GA
1,2020-07-07,1.7833134328358209,Alabama,AL
4,2020-07-07,3.0333333333333328,Arizona,AZ
5,2020-07-07,1.1696493333333329,Arkansas,AR
6,2020-07-07,0.7419137931034483,California,CA
8,2020-07-07,0.3161984374999999,Colorado,CO
9,2020-07-07,0.6212500000000001,Connecticut,CT
10,2020-07-07,1.325,Delaware,DE
11,2020-07-07,1.26,District Of Columbia,DC
12,2020-07-07,1.2998507462686564,Florida,FL
16,2020-07-07,0.3422068181818182,Idaho,ID
28,2020-07-07,1.530280487804878,Mississippi,MS
18,2020-07-07,0.4153586956521739,Indiana,IN
27,2020-07-07,0.5333689655172413,Minnesota,MN
26,2020-07-07,0.1915807228915663,Michigan,MI
25,2020-07-07,0.4595714285714285,Massachusetts,MA
24,2020-07-07,0.77875,Maryland,MD
17,2020-07-07,0.2706058823529412,Illinois,IL
22,2020-07-07,1.6735937499999998,Louisiana,LA
21,2020-07-07,0.1960808333333333,Kentucky,KY
20,2020-07-07,0.2717619047619048,Kansas,KS
19,2020-07-07,0.9620909090909088,Iowa,IA
29,2020-07-07,0.2547739130434782,Missouri,MO
56,2020-07-07,0.2266086956521739,Wyoming,WY
23,2020-07-07,0.1238124999999999,Maine,ME
44,2020-07-07,0.5660000000000001,Rhode Island,RI
41,2020-07-07,0.3837972222222221,Oregon,OR
32,2020-07-07,0.2426470588235294,Nevada,NV
33,2020-07-07,0.17841,New Hampshire,NH
34,2020-07-07,0.8590476190476188,New Jersey,NJ
35,2020-07-07,0.5095151515151515,New Mexico,NM
36,2020-07-07,0.3037064516129032,New York,NY
37,2020-07-07,0.9480900000000004,North Carolina,NC
38,2020-07-07,0.0956981132075471,North Dakota,ND
39,2020-07-07,0.3097090909090909,Ohio,OH
40,2020-07-07,0.3085844155844155,Oklahoma,OK
42,2020-07-07,0.2508716417910448,Pennsylvania,PA
30,2020-07-07,0.0574267857142857,Montana,MT
45,2020-07-07,1.3204347826086955,South Carolina,SC
55,2020-07-07,0.2950208333333333,Wisconsin,WI
54,2020-07-07,0.10196,West Virginia,WV
53,2020-07-07,0.4902512820512821,Washington,WA
51,2020-07-07,0.7240270676691732,Virginia,VA
31,2020-07-07,0.3175881720430107,Nebraska,NE
49,2020-07-07,0.3396551724137931,Utah,UT
48,2020-07-07,0.5942795275590546,Texas,TX
47,2020-07-07,0.6442105263157897,Tennessee,TN
46,2020-07-07,0.4761212121212121,South Dakota,SD
50,2020-07-07,0.0217714285714285,Vermont,VT
16,2020-07-08,0.3486136363636364,Idaho,ID
29,2020-07-08,0.2563095652173913,Missouri,MO
4,2020-07-08,3.028866666666666,Arizona,AZ
5,2020-07-08,1.1686706666666669,Arkansas,AR
6,2020-07-08,0.7560517241379313,California,CA
9,2020-07-08,0.57875,Connecticut,CT
10,2020-07-08,1.265,Delaware,DE
11,2020-07-08,1.21,District Of Columbia,DC
12,2020-07-08,1.333567164179104,Florida,FL
13,2020-07-08,1.0572075471698117,Georgia,GA
1,2020-07-08,1.7755522388059706,Alabama,AL
24,2020-07-08,0.7487500000000001,Maryland,MD
